setup,direction,bias,session,entry,sl,tp,rr,qty,entry_time,entry_tf,exit,exit_time,result,exit_note,_confirm_check_i15,_confirm_level,r_pnl,equity_r
2,long,bullish,london,12718.5,12708.5,12743.5,2.5,25,2020-12-23 15:13:00,1m,12708.5,2020-12-23 15:30:00,loss,SL,,12723.75,-1.054,257.89838083839726
1,short,bearish,asia,12718.0,12728.0,12693.0,2.5,25,2021-01-05 04:40:00,1m,12693.0,2021-01-05 04:45:00,win,TP,,12708.5,2.446,260.3443808383973
1,short,bearish,ny,12770.25,12783.0,12738.375,2.5,19,2021-01-06 19:20:00,1m,12783.0,2021-01-06 19:45:00,loss,SL,,12784.0,-1.0423529411764707,259.3020278972208
2,long,bullish,ny,12776.5,12761.5,12814.0,2.5,16,2021-01-07 15:37:00,1m,12814.0,2021-01-07 15:45:00,win,TP,,12796.5,2.464,261.7660278972208
2,long,bullish,ny,12967.25,12953.25,13002.25,2.0357142857142856,17,2021-01-08 19:49:00,1m,12995.75,2021-01-08 20:00:00,win,EOD_CLOSE,73959.0,12948.0,1.997142857142857,263.76317075436367
1,short,bearish,ny,12999.0,13009.0,12974.0,2.5,25,2021-01-11 19:20:00,1m,12974.0,2021-01-11 19:30:00,win,TP,,12993.0,2.446,266.2091707543637
2,long,bullish,ny,12918.5,12908.5,12943.5,0.575,25,2021-01-12 15:34:00,1m,12924.25,2021-01-12 15:45:00,win,M15_INVALIDATED,74129.0,12927.25,0.5209999999999999,266.7301707543637
2,long,bullish,ny,12886.75,12873.5,12919.875,2.5,18,2021-01-12 16:19:00,1m,12873.5,2021-01-12 17:00:00,loss,SL,,12871.75,-1.040754716981132,265.68941603738256
2,long,bullish,ny,12900.75,12890.75,12925.75,1.275,25,2021-01-12 17:34:00,1m,12888.0,2021-01-12 17:45:00,loss,M15_INVALIDATED,74137.0,12892.25,-1.054,264.6354160373826
1,short,bearish,ny,12957.25,12967.25,12932.25,2.5,25,2021-01-14 18:41:00,1m,12967.25,2021-01-14 18:45:00,loss,SL,,12945.0,-1.054,263.5814160373826
1,short,bearish,ny,12964.5,12974.5,12939.5,1.2,25,2021-01-14 19:20:00,1m,12952.5,2021-01-14 20:00:00,win,EOD_CLOSE,,12959.0,1.146,264.7274160373826
2,long,bullish,ny,12857.5,12845.5,12887.5,0.2916666666666667,20,2021-01-15 19:16:00,1m,12854.0,2021-01-15 20:00:00,loss,EOD_CLOSE,,12871.75,-1.045,263.6824160373826
1,short,bearish,asia,12937.0,12947.0,12912.0,2.5,25,2021-01-19 04:46:00,1m,12912.0,2021-01-19 06:45:00,win,TP,,12931.25,2.446,266.12841603738264
2,long,bullish,london,13325.0,13315.0,13350.0,2.5,25,2021-01-22 11:26:00,1m,13315.0,2021-01-22 12:00:00,loss,SL,,13332.75,-1.054,265.07441603738266
2,long,bullish,ny,13328.5,13314.75,13362.875,2.5,18,2021-01-25 17:31:00,1m,13362.875,2021-01-25 18:00:00,win,TP,,13335.0,2.4607272727272727,267.53514331010996
2,long,bullish,ny,13352.5,13332.75,13401.875,2.5,12,2021-01-25 18:33:00,1m,13401.875,2021-01-25 18:45:00,win,TP,,13335.0,2.4726582278481013,270.0078015379581
2,long,bullish,london,13542.0,13532.0,13567.0,2.5,25,2021-01-27 09:36:00,1m,13532.0,2021-01-27 09:45:00,loss,SL,,13535.25,-1.054,268.9538015379581
2,long,bullish,london,12974.0,12961.0,13006.5,2.5,19,2021-01-29 09:19:00,1m,13006.5,2021-01-29 09:30:00,win,TP,,12963.25,2.4584615384615383,271.41226307641966
2,long,bullish,london,12972.0,12956.0,13012.0,2.5,15,2021-01-29 11:26:00,1m,13012.0,2021-01-29 11:30:00,win,TP,,12963.25,2.46625,273.87851307641967
1,short,bearish,london,13067.25,13079.5,13036.625,2.5,20,2021-01-29 13:37:00,1m,13036.625,2021-01-29 13:45:00,win,TP,,13074.75,2.4559183673469387,276.3344314437666
1,short,bearish,ny,13094.5,13104.5,13069.5,2.5,25,2021-01-29 15:34:00,1m,13069.5,2021-01-29 15:45:00,win,TP,,13129.75,2.446,278.78043144376664
1,short,bearish,ny,13082.75,13094.5,13053.375,1.6808510638297873,21,2021-01-29 16:01:00,1m,13102.5,2021-01-29 16:15:00,loss,M15_INVALIDATED,75326.0,13074.75,-1.0459574468085107,277.7344739969581
1,short,bearish,ny,13141.5,13151.5,13116.5,2.5,25,2021-01-29 16:31:00,1m,13116.5,2021-01-29 16:45:00,win,TP,,13129.75,2.446,280.18047399695814
1,short,bearish,ny,13064.0,13078.5,13027.75,2.5,17,2021-01-29 17:10:00,1m,13027.75,2021-01-29 17:15:00,win,TP,,13074.75,2.4627586206896552,282.6432326176478
2,long,bullish,ny,13504.0,13494.0,13529.0,2.5,25,2021-02-03 15:58:00,1m,13529.0,2021-02-03 16:00:00,win,1m_TP_first,,13513.5,2.446,285.08923261764784
1,short,bearish,asia,13370.75,13383.5,13338.875,2.5,19,2021-02-04 04:43:00,1m,13383.5,2021-02-04 07:00:00,loss,SL,,13378.5,-1.0423529411764707,284.04687967647135
1,short,bearish,london,13448.5,13458.5,13423.5,2.5,25,2021-02-04 14:37:00,1m,13458.5,2021-02-04 15:00:00,loss,SL,,13457.25,-1.054,282.9928796764714
2,long,bullish,ny,13625.0,13615.0,13650.0,0.4,25,2021-02-10 17:56:00,1m,13621.0,2021-02-10 18:00:00,loss,M15_INVALIDATED,76079.0,13634.0,-1.054,281.9388796764714
2,long,bullish,ny,13608.25,13594.25,13643.25,1.625,17,2021-02-10 18:28:00,1m,13631.0,2021-02-10 20:00:00,win,EOD_CLOSE,,13596.0,1.5864285714285715,283.5253082479
2,long,bullish,london,13621.25,13611.25,13646.25,2.5,25,2021-02-18 09:33:00,1m,13646.25,2021-02-18 09:45:00,win,TP,,13611.75,2.446,285.9713082479
1,short,bearish,asia,13245.25,13255.25,13220.25,2.5,25,2021-02-24 02:56:00,1m,13220.25,2021-02-24 03:45:00,win,TP,,13257.25,2.446,288.41730824790005
2,long,bullish,ny,13019.5,13009.5,13044.5,2.5,25,2021-02-24 16:19:00,1m,13044.5,2021-02-24 16:30:00,win,TP,,13027.0,2.446,290.8633082479001
2,long,bullish,london,13217.0,13206.0,13244.5,2.5,22,2021-02-25 10:58:00,1m,13244.5,2021-02-25 11:45:00,win,TP,,13194.5,2.4509090909090907,293.31421733880916
2,long,bullish,ny,13181.75,13171.75,13206.75,2.5,25,2021-02-25 15:31:00,1m,13206.75,2021-02-25 15:45:00,win,TP,,13194.5,2.446,295.7602173388092
2,long,bullish,ny,12932.5,12922.5,12957.5,2.5,25,2021-02-26 17:31:00,1m,12957.5,2021-02-26 17:45:00,win,TP,,12958.0,2.446,298.2062173388092
2,long,bullish,ny,13016.0,13006.0,13041.0,2.35,25,2021-02-26 19:36:00,1m,12992.5,2021-02-26 19:45:00,loss,M15_INVALIDATED,77189.0,13027.0,-1.054,297.15221733880924
2,long,bullish,ny,13187.75,13177.75,13212.75,2.5,25,2021-03-01 17:02:00,1m,13177.75,2021-03-01 17:15:00,loss,SL,,13146.0,-1.054,296.09821733880926
1,short,bearish,london,13075.25,13088.75,13041.5,2.5,18,2021-03-03 14:32:00,1m,13041.5,2021-03-03 14:45:00,win,TP,,13085.75,2.46,298.55821733880924
1,short,bearish,ny,12953.25,12968.75,12914.5,2.5,16,2021-03-03 15:58:00,1m,12914.5,2021-03-03 16:00:00,win,TP,,12915.75,2.465161290322581,301.0233786291318
1,short,bearish,ny,12923.5,12933.5,12898.5,3.6,25,2021-03-03 17:16:00,1m,12959.5,2021-03-03 17:30:00,loss,M15_INVALIDATED,77459.0,12915.75,-1.054,299.9693786291318
1,short,bearish,ny,12874.25,12884.25,12849.25,2.5,25,2021-03-03 18:22:00,1m,12849.25,2021-03-03 18:30:00,win,TP,,12866.75,2.446,302.41537862913185
1,short,bearish,ny,12687.5,12699.25,12658.125,2.5,21,2021-03-04 15:48:00,1m,12658.125,2021-03-04 16:00:00,win,TP,,12708.75,2.4540425531914893,304.8694211823233
2,long,bullish,ny,12520.0,12503.75,12560.625,2.5,15,2021-03-05 19:14:00,1m,12560.625,2021-03-05 19:15:00,win,TP,,12511.25,2.4667692307692306,307.33619041309254
2,long,bullish,london,12569.0,12558.0,12596.5,2.5,22,2021-03-08 14:43:00,1m,12558.0,2021-03-08 14:45:00,loss,1m_SL_first,,12554.0,-1.049090909090909,306.2870995040016
2,long,bullish,ny,12560.5,12550.5,12585.5,2.5,25,2021-03-08 16:01:00,1m,12585.5,2021-03-08 16:15:00,win,TP,,12554.0,2.446,308.73309950400164
2,long,bullish,ny,12534.0,12524.0,12559.0,2.5,25,2021-03-08 19:13:00,1m,12559.0,2021-03-08 19:15:00,win,TP,,12554.0,2.446,311.17909950400167
2,long,bullish,asia,12748.25,12729.0,12796.375,2.5,12,2021-03-10 05:34:00,1m,12729.0,2021-03-10 06:00:00,loss,SL,,12759.75,-1.028051948051948,310.15104755594973
2,long,bullish,asia,12748.75,12738.75,12773.75,0.925,25,2021-03-10 06:37:00,1m,12758.0,2021-03-10 06:45:00,win,M15_INVALIDATED,77881.0,12759.75,0.871,311.0220475559497
1,short,bearish,london,12878.75,12891.5,12846.875,2.5,19,2021-03-12 09:04:00,1m,12846.875,2021-03-12 09:15:00,win,TP,,12867.5,2.4576470588235293,313.4796946147732
1,short,bearish,london,12873.0,12883.0,12848.0,2.5,25,2021-03-12 14:10:00,1m,12883.0,2021-03-12 14:30:00,loss,SL,,12867.5,-1.054,312.42569461477325
1,short,bearish,asia,13062.0,13072.0,13037.0,2.5,25,2021-03-18 09:36:00,1m,13037.0,2021-03-18 09:45:00,win,TP,,13089.25,2.446,314.8716946147733
1,short,bearish,london,13018.0,13028.0,12993.0,2.5,25,2021-03-18 12:34:00,1m,12993.0,2021-03-18 12:45:00,win,TP,,12987.25,2.446,317.3176946147733
1,short,bearish,london,12991.0,13001.0,12966.0,2.5,25,2021-03-18 14:33:00,1m,12966.0,2021-03-18 14:45:00,win,TP,,12999.25,2.446,319.7636946147733
2,long,bullish,london,12943.0,12933.0,12968.0,2.5,25,2021-03-22 14:28:00,1m,12933.0,2021-03-22 14:30:00,loss,1m_SL_first,,12934.25,-1.054,318.70969461477335
2,long,bullish,ny,13093.0,13083.0,13118.0,1.8,25,2021-03-22 17:05:00,1m,13075.0,2021-03-22 17:15:00,loss,M15_INVALIDATED,78670.0,13077.25,-1.054,317.6556946147734
1,short,bearish,london,13113.0,13123.0,13088.0,0.425,25,2021-03-24 09:55:00,1m,13108.75,2021-03-24 11:15:00,win,M15_INVALIDATED,78835.0,13105.25,0.371,318.02669461477336
2,long,bullish,ny,12991.25,12978.25,13023.75,2.5,19,2021-03-24 15:55:00,1m,13023.75,2021-03-24 16:00:00,win,TP,,13002.5,2.4584615384615383,320.4851561532349
2,long,bullish,ny,13027.0,13015.25,13056.375,2.5,21,2021-03-24 16:16:00,1m,13015.25,2021-03-24 16:30:00,loss,SL,,13020.5,-1.0459574468085107,319.4391987064264
1,short,bearish,asia,12865.0,12875.0,12840.0,2.5,25,2021-03-26 08:10:00,1m,12840.0,2021-03-26 08:30:00,win,TP,,12859.5,2.446,321.8851987064264
1,short,bearish,ny,12970.25,12980.25,12945.25,4.425,25,2021-03-29 19:46:00,1m,12926.0,2021-03-29 20:00:00,win,EOD_CLOSE,79146.0,12988.5,4.3709999999999996,326.2561987064264
1,short,bearish,asia,12903.0,12913.25,12877.375,2.5,24,2021-03-31 03:32:00,1m,12877.375,2021-03-31 04:30:00,win,TP,,12914.5,2.4473170731707317,328.7035157795971
2,long,bullish,london,13553.75,13543.75,13578.75,2.5,25,2021-04-07 15:28:00,1m,13543.75,2021-04-07 15:30:00,loss,SL,,13548.5,-1.054,327.64951577959715
2,long,bullish,ny,13677.25,13664.5,13709.125,2.5,19,2021-04-09 15:43:00,1m,13709.125,2021-04-09 15:45:00,win,TP,,13691.5,2.4576470588235293,330.10716283842066
2,long,bullish,ny,13967.0,13957.0,13992.0,2.5,25,2021-04-19 15:32:00,1m,13992.0,2021-04-19 15:45:00,win,TP,,13973.25,2.446,332.5531628384207
2,long,bullish,ny,13922.0,13912.0,13947.0,0.35,25,2021-04-19 16:22:00,1m,13925.5,2021-04-19 17:30:00,win,M15_INVALIDATED,80506.0,13957.5,0.296,332.8491628384207
2,long,bullish,ny,13822.25,13810.5,13851.625,2.5,21,2021-04-23 15:52:00,1m,13851.625,2021-04-23 16:15:00,win,TP,,13814.0,2.4540425531914893,335.30320539161215
2,long,bullish,ny,13843.0,13833.0,13868.0,2.5,25,2021-04-23 16:34:00,1m,13868.0,2021-04-23 16:45:00,win,TP,,13855.5,2.446,337.7492053916122
1,short,bearish,ny,13949.5,13959.5,13924.5,2.5,25,2021-04-28 16:31:00,1m,13924.5,2021-04-28 16:45:00,win,TP,,13944.25,2.446,340.1952053916122
2,long,bullish,ny,13898.5,13888.5,13923.5,2.5,25,2021-04-29 19:19:00,1m,13888.5,2021-04-29 19:30:00,loss,SL,,13904.75,-1.054,339.14120539161223
2,long,bullish,london,13898.0,13888.0,13923.0,0.65,25,2021-05-03 14:31:00,1m,13904.5,2021-05-03 14:45:00,win,M15_INVALIDATED,81427.0,13904.75,0.596,339.73720539161224
1,short,bearish,london,13538.5,13548.5,13513.5,2.5,25,2021-05-06 11:13:00,1m,13513.5,2021-05-06 11:15:00,win,TP,,13529.25,2.446,342.18320539161226
1,short,bearish,london,13524.25,13534.25,13499.25,2.5,25,2021-05-06 12:49:00,1m,13499.25,2021-05-06 13:00:00,win,TP,,13529.25,2.446,344.6292053916123
1,short,bearish,ny,13527.25,13537.25,13502.25,2.5,25,2021-05-10 16:02:00,1m,13537.25,2021-05-10 16:15:00,loss,SL,,13570.5,-1.054,343.5752053916123
1,short,bearish,ny,13264.0,13277.5,13230.25,2.5,18,2021-05-11 18:52:00,1m,13277.5,2021-05-11 19:00:00,loss,SL,,13276.5,-1.04,342.5352053916123
1,short,bearish,ny,13056.75,13074.25,13013.0,1.6,14,2021-05-13 19:03:00,1m,13084.75,2021-05-13 19:15:00,loss,M15_INVALIDATED,82191.0,13069.25,-1.030857142857143,341.50434824875515
2,long,bullish,ny,13347.5,13333.5,13382.5,2.5,17,2021-05-18 16:16:00,1m,13382.5,2021-05-18 16:30:00,win,TP,,13340.25,2.4614285714285713,343.96577682018375
2,long,bullish,london,13195.0,13185.0,13220.0,2.5,25,2021-05-20 13:01:00,1m,13220.0,2021-05-20 13:15:00,win,TP,,13202.0,2.446,346.4117768201838
1,short,bearish,ny,13678.5,13694.0,13639.75,2.5,16,2021-05-27 15:33:00,1m,13694.0,2021-05-27 16:15:00,loss,SL,,13686.0,-1.0348387096774194,345.37693811050633
1,short,bearish,ny,13727.5,13737.5,13702.5,2.5,25,2021-06-01 15:52:00,1m,13702.5,2021-06-01 16:00:00,win,TP,,13720.75,2.446,347.82293811050636
1,short,bearish,london,13652.0,13662.0,13627.0,2.5,25,2021-06-03 09:07:00,1m,13662.0,2021-06-03 09:15:00,loss,SL,,13658.25,-1.054,346.7689381105064
2,long,bullish,asia,13734.75,13724.75,13759.75,2.5,25,2021-06-07 07:55:00,1m,13724.75,2021-06-07 08:00:00,loss,SL,,13727.75,-1.054,345.7149381105064
2,long,bullish,london,13721.25,13711.25,13746.25,2.5,25,2021-06-07 13:16:00,1m,13746.25,2021-06-07 13:30:00,win,TP,,13727.75,2.446,348.16093811050644
1,short,bearish,london,13775.25,13785.25,13750.25,2.5,25,2021-06-10 09:14:00,1m,13785.25,2021-06-10 09:15:00,loss,SL,,13769.25,-1.054,347.10693811050646
1,short,bearish,london,13778.25,13788.25,13753.25,2.5,25,2021-06-10 10:04:00,1m,13753.25,2021-06-10 13:30:00,win,TP,,13783.75,2.446,349.5529381105065
1,short,bearish,ny,13892.0,13902.0,13867.0,2.5,25,2021-06-10 16:46:00,1m,13867.0,2021-06-10 17:00:00,win,TP,,13865.0,2.446,351.9989381105065
2,long,bullish,ny,13955.25,13945.25,13980.25,2.5,25,2021-06-11 15:35:00,1m,13945.25,2021-06-11 15:45:00,loss,SL,,13940.0,-1.054,350.94493811050654
1,short,bearish,london,14137.75,14147.75,14112.75,2.5,25,2021-06-15 14:31:00,1m,14112.75,2021-06-15 14:45:00,win,TP,,14126.0,2.446,353.39093811050657
1,short,bearish,ny,14003.25,14013.25,13978.25,2.5,25,2021-06-16 18:36:00,1m,14013.25,2021-06-16 18:45:00,loss,SL,,13990.25,-1.054,352.3369381105066
1,short,bearish,ny,14013.5,14023.5,13988.5,10.675,25,2021-06-16 19:50:00,1m,13906.75,2021-06-16 20:00:00,win,EOD_CLOSE,84412.0,14020.0,10.621,362.9579381105066
2,long,bullish,ny,14028.75,14012.0,14070.625,2.5,14,2021-06-18 17:33:00,1m,14070.625,2021-06-18 18:15:00,win,TP,,14023.75,2.4677611940298507,365.4256993045364
1,short,bearish,ny,14054.5,14074.5,14004.5,2.5,12,2021-06-21 16:13:00,1m,14074.5,2021-06-21 16:30:00,loss,SL,,14048.75,-1.027,364.3986993045364
1,short,bearish,ny,14101.25,14111.25,14076.25,0.375,25,2021-06-21 17:34:00,1m,14105.0,2021-06-21 19:15:00,loss,M15_INVALIDATED,84689.0,14095.75,-1.054,363.34469930453645
2,long,bullish,ny,14256.75,14246.75,14281.75,2.5,25,2021-06-23 18:46:00,1m,14281.75,2021-06-23 19:15:00,win,TP,,14239.0,2.446,365.7906993045365
2,long,bullish,ny,14334.0,14324.0,14359.0,2.5,25,2021-06-25 18:41:00,1m,14324.0,2021-06-25 19:30:00,loss,SL,,14327.25,-1.054,364.7366993045365
1,short,bearish,london,14729.5,14739.5,14704.5,2.5,25,2021-07-09 14:19:00,1m,14704.5,2021-07-09 14:30:00,win,TP,,14724.0,2.446,367.1826993045365
1,short,bearish,ny,14701.5,14716.0,14665.25,2.5,17,2021-07-09 15:36:00,1m,14716.0,2021-07-09 15:45:00,loss,SL,,14714.0,-1.0372413793103448,366.1454579252262
2,long,bullish,ny,14860.75,14850.25,14887.0,2.5,23,2021-07-13 15:42:00,1m,14887.0,2021-07-13 15:45:00,win,TP,,14850.25,2.4485714285714284,368.5940293537976
1,short,bearish,ny,14965.75,14975.75,14940.75,1.6,25,2021-07-14 14:48:00,1m,14949.75,2021-07-14 15:45:00,win,M15_INVALIDATED,86243.0,14927.5,1.546,370.1400293537976
1,short,bearish,ny,14936.5,14947.25,14909.625,2.5,23,2021-07-14 17:29:00,1m,14909.625,2021-07-14 17:30:00,win,TP,,14927.5,2.449767441860465,372.58979679565806
1,short,bearish,london,14921.5,14931.5,14896.5,2.5,25,2021-07-15 09:57:00,1m,14931.5,2021-07-15 10:00:00,loss,SL,,14927.5,-1.054,371.5357967956581
1,short,bearish,london,14935.25,14945.25,14910.25,2.5,25,2021-07-15 12:10:00,1m,14910.25,2021-07-15 12:15:00,win,TP,,14927.5,2.446,373.9817967956581
2,long,bullish,ny,14823.75,14813.25,14850.0,2.5,23,2021-07-15 15:47:00,1m,14850.0,2021-07-15 16:00:00,win,TP,,14842.0,2.4485714285714284,376.43036822422954
2,long,bullish,ny,14776.5,14761.0,14815.25,0.6129032258064516,16,2021-07-15 18:37:00,1m,14786.0,2021-07-15 18:45:00,win,M15_INVALIDATED,86348.0,14793.5,0.5780645161290323,377.00843274035856
2,long,bullish,london,14603.75,14593.75,14628.75,2.5,25,2021-07-20 12:55:00,1m,14593.75,2021-07-20 13:45:00,loss,SL,,14611.75,-1.054,375.9544327403586
1,short,bearish,ny,14591.25,14601.25,14566.25,2.5,25,2021-07-20 15:31:00,1m,14566.25,2021-07-20 15:45:00,win,TP,,14574.5,2.446,378.4004327403586
2,long,bullish,ny,14715.5,14701.5,14750.5,2.5,17,2021-07-21 15:33:00,1m,14750.5,2021-07-21 15:45:00,win,TP,,14708.25,2.4614285714285713,380.8618613117872
2,long,bullish,ny,14959.25,14949.25,14984.25,2.5,25,2021-07-23 15:47:00,1m,14984.25,2021-07-23 16:00:00,win,TP,,14965.25,2.446,383.30786131178724
2,long,bullish,asia,14958.25,14948.25,14983.25,2.5,25,2021-07-29 04:38:00,1m,14983.25,2021-07-29 07:30:00,win,TP,,14964.5,2.446,385.75386131178726
2,long,bullish,ny,15038.25,15026.5,15067.625,2.5,21,2021-07-29 15:37:00,1m,15067.625,2021-07-29 15:45:00,win,TP,,15052.0,2.4540425531914893,388.20790386497873
2,long,bullish,ny,15064.75,15054.75,15089.75,0.25,25,2021-07-29 16:40:00,1m,15062.25,2021-07-29 16:45:00,loss,M15_INVALIDATED,87272.0,15074.5,-1.054,387.15390386497876
2,long,bullish,ny,14934.75,14924.75,14959.75,0.725,25,2021-07-30 18:01:00,1m,14942.0,2021-07-30 18:15:00,win,M15_INVALIDATED,87371.0,14944.5,0.6709999999999999,387.82490386497875
2,long,bullish,ny,14970.75,14956.75,15005.75,2.5,17,2021-08-02 16:11:00,1m,15005.75,2021-08-02 16:15:00,win,TP,,14960.25,2.4614285714285713,390.28633243640735
2,long,bullish,ny,14968.25,14955.5,15000.125,2.5,19,2021-08-03 15:36:00,1m,15000.125,2021-08-03 15:45:00,win,1m_TP_first,,14960.25,2.4576470588235293,392.74397949523086
2,long,bullish,ny,14888.25,14878.25,14913.25,2.5,25,2021-08-03 16:20:00,1m,14913.25,2021-08-03 16:30:00,win,TP,,14901.5,2.446,395.1899794952309
2,long,bullish,ny,14968.5,14957.75,14995.375,2.5,23,2021-08-03 17:46:00,1m,14995.375,2021-08-03 18:00:00,win,TP,,14960.25,2.449767441860465,397.63974693709133
2,long,bullish,london,15028.75,15018.75,15053.75,2.5,25,2021-08-04 15:00:00,1m,15053.75,2021-08-04 15:30:00,win,TP,,15021.25,2.446,400.08574693709136
1,short,bearish,london,15113.5,15124.25,15086.625,2.5,23,2021-08-06 14:44:00,1m,15086.625,2021-08-06 14:45:00,win,TP,,15108.0,2.449767441860465,402.5355143789518
1,short,bearish,london,15096.75,15106.75,15071.75,0.825,25,2021-08-06 15:08:00,1m,15105.0,2021-08-06 15:15:00,loss,M15_INVALIDATED,87825.0,15103.0,-1.054,401.48151437895183
1,short,bearish,ny,15100.5,15111.75,15072.375,1.5333333333333334,22,2021-08-06 16:02:00,1m,15117.75,2021-08-06 16:15:00,loss,M15_INVALIDATED,87829.0,15108.0,-1.048,400.4335143789518
1,short,bearish,ny,15113.25,15123.25,15088.25,2.5,25,2021-08-06 16:46:00,1m,15088.25,2021-08-06 17:00:00,win,TP,,15103.0,2.446,402.87951437895185
1,short,bearish,london,15097.0,15107.0,15072.0,2.5,25,2021-08-09 15:07:00,1m,15107.0,2021-08-09 15:15:00,loss,SL,,15103.0,-1.054,401.8255143789519
1,short,bearish,ny,15042.75,15062.5,14993.375,2.5,12,2021-08-11 16:13:00,1m,14993.375,2021-08-11 17:00:00,win,TP,,15051.75,2.4726582278481013,404.2981726068
1,short,bearish,london,15101.75,15111.75,15076.75,2.5,25,2021-08-16 12:10:00,1m,15076.75,2021-08-16 12:15:00,win,TP,,15096.5,2.446,406.7441726068
1,short,bearish,ny,15002.5,15012.5,14977.5,2.5,25,2021-08-16 18:30:00,1m,15012.5,2021-08-16 18:45:00,loss,SL,,15010.75,-1.054,405.69017260680005
2,long,bullish,ny,14980.25,14965.75,15016.5,2.5,17,2021-08-17 16:25:00,1m,15016.5,2021-08-17 16:30:00,win,TP,,14990.25,2.4627586206896552,408.1529312274897
2,long,bullish,ny,14927.25,14917.25,14952.25,2.5,25,2021-08-17 19:28:00,1m,14952.25,2021-08-17 19:30:00,win,1m_TP_first,,14941.25,2.446,410.59893122748974
2,long,bullish,ny,14985.25,14975.25,15010.25,2.5,25,2021-08-18 18:02:00,1m,14975.25,2021-08-18 18:15:00,loss,SL,,14978.5,-1.054,409.54493122748977
1,short,bearish,ny,15047.75,15057.75,15022.75,2.5,25,2021-08-20 17:40:00,1m,15022.75,2021-08-20 17:45:00,win,TP,,15037.25,2.446,411.9909312274898
2,long,bullish,ny,15332.25,15318.25,15367.25,2.5,17,2021-08-24 15:38:00,1m,15367.25,2021-08-24 16:15:00,win,TP,,15322.25,2.4614285714285713,414.4523597989184
2,long,bullish,london,15583.75,15573.75,15608.75,2.5,25,2021-08-31 13:05:00,1m,15608.75,2021-08-31 13:30:00,win,TP,,15589.5,2.446,416.8983597989184
1,short,bearish,asia,15685.25,15695.25,15660.25,2.5,25,2021-09-07 07:22:00,1m,15660.25,2021-09-07 10:00:00,win,TP,,15677.5,2.446,419.34435979891845
1,short,bearish,london,15669.5,15679.5,15644.5,0.375,25,2021-09-07 10:23:00,1m,15673.25,2021-09-07 10:30:00,loss,M15_INVALIDATED,89843.0,15663.75,-1.054,418.2903597989185
1,short,bearish,london,15672.25,15682.25,15647.25,2.5,25,2021-09-07 10:52:00,1m,15647.25,2021-09-07 11:00:00,win,TP,,15663.75,2.446,420.7363597989185
1,short,bearish,london,15639.5,15649.5,15614.5,0.75,25,2021-09-07 11:34:00,1m,15632.0,2021-09-07 11:45:00,win,M15_INVALIDATED,89848.0,15631.5,0.696,421.4323597989185
1,short,bearish,london,15639.75,15649.75,15614.75,2.5,25,2021-09-07 13:07:00,1m,15649.75,2021-09-07 13:30:00,loss,SL,,15631.5,-1.054,420.37835979891855
1,short,bearish,london,15654.0,15664.0,15629.0,2.5,25,2021-09-07 14:17:00,1m,15664.0,2021-09-07 15:30:00,loss,1m_SL_first,,15648.5,-1.054,419.3243597989186
1,short,bearish,ny,15643.5,15654.75,15615.375,0.8444444444444444,22,2021-09-07 15:47:00,1m,15634.0,2021-09-07 16:00:00,win,M15_INVALIDATED,89865.0,15631.5,0.7964444444444444,420.120804243363
1,short,bearish,ny,15657.0,15667.0,15632.0,2.5,25,2021-09-07 17:08:00,1m,15632.0,2021-09-07 17:15:00,win,TP,,15663.75,2.446,422.56680424336304
1,short,bearish,ny,15645.5,15661.25,15606.125,2.5,15,2021-09-08 15:35:00,1m,15606.125,2021-09-08 15:45:00,win,TP,,15631.5,2.4657142857142857,425.0325185290773
2,long,bullish,ny,15622.0,15612.0,15647.0,2.5,25,2021-09-09 19:03:00,1m,15612.0,2021-09-09 19:15:00,loss,SL,,15611.75,-1.054,423.97851852907735
2,long,bullish,ny,15364.25,15354.25,15389.25,0.6,25,2021-09-15 17:04:00,1m,15358.25,2021-09-15 17:15:00,loss,M15_INVALIDATED,90428.0,15369.25,-1.054,422.9245185290774
2,long,bullish,ny,15366.25,15356.25,15391.25,2.5,25,2021-09-15 18:25:00,1m,15391.25,2021-09-15 18:30:00,win,TP,,15386.25,2.446,425.3705185290774
1,short,bearish,ny,15420.5,15430.5,15395.5,2.5,25,2021-09-16 15:47:00,1m,15395.5,2021-09-16 16:00:00,win,TP,,15432.5,2.446,427.8165185290774
1,short,bearish,london,15232.0,15242.0,15207.0,2.5,25,2021-09-23 14:53:00,1m,15207.0,2021-09-23 15:00:00,win,TP,,15227.0,2.446,430.26251852907745
2,long,bullish,asia,15294.75,15284.75,15319.75,2.5,25,2021-09-24 04:08:00,1m,15284.75,2021-09-24 05:15:00,loss,SL,,15287.0,-1.054,429.2085185290775
1,short,bearish,london,14727.0,14737.0,14702.0,2.5,25,2021-10-01 14:33:00,1m,14702.0,2021-10-01 14:45:00,win,TP,,14732.0,2.446,431.6545185290775
2,long,bullish,london,14531.25,14521.25,14556.25,2.5,25,2021-10-05 11:04:00,1m,14521.25,2021-10-05 12:00:00,loss,SL,,14537.0,-1.054,430.60051852907753
2,long,bullish,ny,14506.75,14496.75,14531.75,3.2,25,2021-10-05 15:31:00,1m,14538.75,2021-10-05 15:45:00,win,M15_INVALIDATED,91720.0,14552.25,3.1460000000000004,433.74651852907755
