setup,direction,bias,session,entry,sl,tp,rr,qty,entry_time,entry_tf,exit,exit_time,result,exit_note,_confirm_check_i15,_confirm_level,r_pnl,equity_r
2,long,bullish,ny,18292.25,18272.75,18341.0,2.5,12,2025-04-22 16:23:00,1m,18272.75,2025-04-22 16:30:00,loss,SL,,18261.5,-1.0276923076923077,1167.8523072673775
2,long,bullish,london,19375.25,19360.5,19412.125,2.5,16,2025-04-25 11:21:00,1m,19360.5,2025-04-25 12:00:00,loss,SL,,19363.0,-1.0366101694915255,1166.815697097886
2,long,bullish,ny,19357.25,19347.25,19382.25,2.5,25,2025-04-25 16:10:00,1m,19382.25,2025-04-25 16:15:00,win,1m_TP_first,,19363.0,2.446,1169.2616970978859
2,long,bullish,ny,19353.5,19343.5,19378.5,2.5,25,2025-04-25 17:11:00,1m,19378.5,2025-04-25 17:15:00,win,1m_TP_first,,19363.0,2.446,1171.7076970978858
2,long,bullish,ny,19356.0,19346.0,19381.0,1.7,25,2025-04-28 19:58:00,1m,19373.0,2025-04-28 20:00:00,win,EOD_CLOSE,175848.0,19363.0,1.646,1173.3536970978857
1,short,bearish,asia,19587.5,19597.5,19562.5,2.5,25,2025-04-29 05:13:00,1m,19562.5,2025-04-29 05:45:00,win,TP,,19578.75,2.446,1175.7996970978857
1,short,bearish,asia,19549.0,19564.25,19510.875,2.5,16,2025-04-29 06:14:00,1m,19564.25,2025-04-29 06:15:00,loss,SL,,19554.75,-1.0354098360655737,1174.76428726182
1,short,bearish,asia,19586.25,19596.25,19561.25,2.5,25,2025-04-29 06:37:00,1m,19561.25,2025-04-29 06:45:00,win,TP,,19578.75,2.446,1177.21028726182
1,short,bearish,asia,19546.5,19557.5,19519.0,2.5,22,2025-04-29 07:22:00,1m,19557.5,2025-04-29 08:30:00,loss,SL,,19554.75,-1.049090909090909,1176.1611963527291
1,short,bearish,london,20010.0,20020.0,19985.0,0.05,25,2025-05-05 11:37:00,1m,20010.5,2025-05-05 11:45:00,loss,M15_INVALIDATED,176283.0,20005.0,-1.054,1175.107196352729
1,short,bearish,london,20010.75,20020.75,19985.75,0.15,25,2025-05-05 12:05:00,1m,20009.25,2025-05-05 12:15:00,win,M15_INVALIDATED,176285.0,20005.0,0.09599999999999999,1175.203196352729
2,long,bullish,london,19845.5,19835.5,19870.5,2.5,25,2025-05-06 11:55:00,1m,19870.5,2025-05-06 12:00:00,win,TP,,19860.0,2.446,1177.649196352729
2,long,bullish,ny,19856.75,19846.75,19881.75,2.5,25,2025-05-06 16:19:00,1m,19881.75,2025-05-06 16:30:00,win,TP,,19864.0,2.446,1180.0951963527289
2,long,bullish,ny,19916.5,19904.75,19945.875,2.5,21,2025-05-06 17:19:00,1m,19945.875,2025-05-06 17:30:00,win,1m_TP_first,,19907.0,2.4540425531914893,1182.5492389059204
2,long,bullish,ny,19973.25,19963.25,19998.25,6.1,25,2025-05-06 18:19:00,1m,19912.25,2025-05-06 18:30:00,loss,M15_INVALIDATED,176404.0,19966.0,-1.054,1181.4952389059204
1,short,bearish,asia,20089.0,20099.0,20064.0,2.5,25,2025-05-07 03:08:00,1m,20064.0,2025-05-07 03:15:00,win,TP,,20098.75,2.446,1183.9412389059203
2,long,bullish,asia,20007.5,19997.5,20032.5,2.5,25,2025-05-07 05:07:00,1m,19997.5,2025-05-07 05:15:00,loss,SL,,20002.25,-1.054,1182.8872389059202
2,long,bullish,asia,19996.0,19986.0,20021.0,2.5,25,2025-05-07 07:13:00,1m,19986.0,2025-05-07 07:15:00,loss,SL,,20002.25,-1.054,1181.83323890592
2,long,bullish,asia,19984.5,19974.5,20009.5,0.675,25,2025-05-07 08:04:00,1m,19991.25,2025-05-07 08:15:00,win,M15_INVALIDATED,176456.0,19991.5,0.621,1182.4542389059202
2,long,bullish,london,19984.0,19974.0,20009.0,2.5,25,2025-05-07 12:43:00,1m,20009.0,2025-05-07 13:00:00,win,TP,,19991.5,2.446,1184.90023890592
2,long,bullish,london,19999.25,19989.25,20024.25,2.5,25,2025-05-07 13:52:00,1m,19989.25,2025-05-07 14:00:00,loss,SL,,19991.5,-1.054,1183.84623890592
2,long,bullish,ny,19945.5,19935.5,19970.5,2.45,25,2025-05-07 14:52:00,1m,19921.0,2025-05-07 15:45:00,loss,M15_INVALIDATED,176486.0,19953.0,-1.054,1182.79223890592
1,short,bearish,london,21307.5,21317.5,21282.5,2.5,25,2025-05-14 09:25:00,1m,21282.5,2025-05-14 09:30:00,win,TP,,21301.0,2.446,1185.2382389059198
1,short,bearish,london,21291.75,21303.75,21261.75,2.5,20,2025-05-14 10:04:00,1m,21261.75,2025-05-14 11:00:00,win,TP,,21301.0,2.455,1187.6932389059198
1,short,bearish,ny,21307.25,21320.75,21273.5,0.018518518518518517,18,2025-05-15 15:40:00,1m,21307.0,2025-05-15 15:45:00,win,M15_INVALIDATED,177045.0,21301.0,-0.021481481481481483,1187.6717574244383
1,short,bearish,ny,21314.75,21327.75,21282.25,2.5,19,2025-05-15 16:10:00,1m,21282.25,2025-05-15 16:15:00,win,1m_TP_first,,21301.0,2.4584615384615383,1190.1302189628998
2,long,bullish,asia,21366.0,21356.0,21391.0,2.5,25,2025-05-16 03:30:00,1m,21391.0,2025-05-16 04:30:00,win,TP,,21357.5,2.446,1192.5762189628997
1,short,bearish,london,21443.0,21453.0,21418.0,2.5,25,2025-05-20 11:10:00,1m,21418.0,2025-05-20 11:15:00,win,TP,,21436.25,2.446,1195.0222189628996
1,short,bearish,asia,21423.25,21433.25,21398.25,0.65,25,2025-05-21 03:01:00,1m,21429.75,2025-05-21 03:15:00,loss,M15_INVALIDATED,177373.0,21412.0,-1.054,1193.9682189628995
1,short,bearish,london,21297.5,21307.5,21272.5,0.55,25,2025-05-21 14:40:00,1m,21292.0,2025-05-21 14:45:00,win,M15_INVALIDATED,177419.0,21290.0,0.49600000000000005,1194.4642189628996
1,short,bearish,ny,21454.5,21464.75,21428.875,2.5,24,2025-05-21 19:16:00,1m,21428.875,2025-05-21 19:30:00,win,TP,,21436.25,2.4473170731707317,1196.9115360360704
1,short,bearish,london,21198.75,21208.75,21173.75,2.5,25,2025-05-22 09:12:00,1m,21173.75,2025-05-22 09:30:00,win,1m_TP_first,,21208.5,2.446,1199.3575360360703
2,long,bullish,ny,21287.5,21277.5,21312.5,0.875,25,2025-05-26 15:34:00,1m,21296.25,2025-05-26 15:45:00,win,M15_INVALIDATED,177710.0,21298.0,0.821,1200.1785360360702
2,long,bullish,asia,21208.5,21198.5,21233.5,2.5,25,2025-05-27 08:10:00,1m,21233.5,2025-05-27 08:15:00,win,TP,,21215.5,2.446,1202.6245360360701
1,short,bearish,london,21372.0,21382.0,21347.0,2.5,25,2025-05-30 12:13:00,1m,21382.0,2025-05-30 12:30:00,loss,SL,,21359.75,-1.054,1201.57053603607
2,long,bullish,ny,21332.0,21322.0,21357.0,2.425,25,2025-05-30 17:37:00,1m,21307.75,2025-05-30 17:45:00,loss,M15_INVALIDATED,178074.0,21321.25,-1.054,1200.51653603607
2,long,bullish,london,21431.0,21421.0,21456.0,2.5,25,2025-06-03 10:37:00,1m,21456.0,2025-06-03 11:15:00,win,TP,,21426.0,2.446,1202.9625360360699
1,short,bearish,ny,21785.75,21795.75,21760.75,1.55,25,2025-06-09 15:47:00,1m,21801.25,2025-06-09 16:00:00,loss,M15_INVALIDATED,178626.0,21793.25,-1.054,1201.9085360360698
1,short,bearish,ny,21837.5,21847.5,21812.5,2.5,25,2025-06-09 16:58:00,1m,21847.5,2025-06-09 17:00:00,loss,SL,,21842.75,-1.054,1200.8545360360697
2,long,bullish,london,21820.25,21807.75,21851.5,2.5,20,2025-06-10 11:03:00,1m,21851.5,2025-06-10 12:00:00,win,TP,,21815.25,2.4568,1203.3113360360696
1,short,bearish,london,22010.0,22020.0,21985.0,2.5,25,2025-06-12 13:05:00,1m,21985.0,2025-06-12 13:15:00,win,TP,,21820.75,2.446,1205.7573360360695
1,short,bearish,london,21769.25,21779.25,21744.25,2.5,25,2025-06-12 13:52:00,1m,21779.25,2025-06-12 14:00:00,loss,1m_SL_first,,21820.75,-1.054,1204.7033360360695
1,short,bearish,london,21991.0,22001.0,21966.0,2.5,25,2025-06-12 14:22:00,1m,21966.0,2025-06-12 14:30:00,win,1m_TP_first,,21820.75,2.446,1207.1493360360694
1,short,bearish,london,21832.0,21842.0,21807.0,23.35,25,2025-06-12 14:52:00,1m,22065.5,2025-06-12 15:00:00,loss,M15_INVALIDATED,178901.0,21873.5,-1.054,1206.0953360360693
1,short,bearish,london,22069.0,22079.0,22044.0,2.5,25,2025-06-17 14:49:00,1m,22044.0,2025-06-17 15:00:00,win,TP,,22074.5,2.446,1208.5413360360692
1,short,bearish,ny,22101.0,22121.0,22051.0,2.5,12,2025-06-17 17:18:00,1m,22121.0,2025-06-17 17:45:00,loss,SL,,22116.5,-1.027,1207.5143360360692
1,short,bearish,ny,22114.0,22124.0,22089.0,2.5,25,2025-06-17 18:25:00,1m,22124.0,2025-06-17 18:30:00,loss,SL,,22122.25,-1.054,1206.460336036069
1,short,bearish,ny,22087.25,22097.25,22062.25,2.5,25,2025-06-17 18:49:00,1m,22062.25,2025-06-17 19:00:00,win,TP,,22074.5,2.446,1208.906336036069
1,short,bearish,london,22004.0,22014.0,21979.0,0.875,25,2025-06-18 09:55:00,1m,22012.75,2025-06-18 10:00:00,loss,M15_INVALIDATED,179255.0,22010.75,-1.054,1207.852336036069
1,short,bearish,asia,21897.75,21908.25,21871.5,2.5,23,2025-06-20 02:50:00,1m,21871.5,2025-06-20 03:15:00,win,TP,,21903.5,2.4485714285714284,1210.3009074646404
2,long,bullish,ny,22013.75,22003.75,22038.75,1.325,25,2025-06-20 16:04:00,1m,22000.5,2025-06-20 16:15:00,loss,M15_INVALIDATED,179450.0,22007.5,-1.054,1209.2469074646403
2,long,bullish,ny,21900.25,21884.0,21940.875,2.5,15,2025-06-20 19:02:00,1m,21884.0,2025-06-20 19:15:00,loss,SL,,21882.25,-1.0332307692307692,1208.2136766954095
2,long,bullish,ny,21799.5,21787.25,21830.125,4.877551020408164,20,2025-06-20 19:43:00,1m,21859.25,2025-06-20 20:00:00,win,EOD_CLOSE,179465.0,21790.0,4.833469387755103,1213.0471460831645
1,short,bearish,ny,21981.75,21994.25,21950.5,2.5,20,2025-06-23 16:53:00,1m,21950.5,2025-06-23 17:30:00,win,TP,,22010.75,2.4568,1215.5039460831645
1,short,bearish,ny,21938.5,21948.5,21913.5,0.3,25,2025-06-23 18:01:00,1m,21935.5,2025-06-23 18:15:00,win,M15_INVALIDATED,179552.0,21930.25,0.246,1215.7499460831646
1,short,bearish,ny,21895.75,21905.75,21870.75,2.5,25,2025-06-23 18:48:00,1m,21870.75,2025-06-23 19:00:00,win,1m_TP_first,,21903.5,2.446,1218.1959460831645
2,long,bullish,ny,22843.25,22833.25,22868.25,2.5,25,2025-06-30 18:01:00,1m,22833.25,2025-06-30 18:15:00,loss,SL,,22849.25,-1.054,1217.1419460831644
1,short,bearish,asia,22707.5,22717.5,22682.5,2.5,25,2025-07-02 02:11:00,1m,22717.5,2025-07-02 02:15:00,loss,SL,,22713.5,-1.054,1216.0879460831643
1,short,bearish,asia,22767.75,22777.75,22742.75,2.5,25,2025-07-02 07:19:00,1m,22777.75,2025-07-02 08:00:00,loss,SL,,22760.0,-1.054,1215.0339460831642
1,short,bearish,ny,22952.25,22962.25,22927.25,0.4,25,2025-07-07 15:34:00,1m,22948.25,2025-07-07 15:45:00,win,M15_INVALIDATED,180442.0,22945.5,0.34600000000000003,1215.3799460831642
1,short,bearish,ny,22956.0,22966.0,22931.0,2.5,25,2025-07-07 16:29:00,1m,22931.0,2025-07-07 16:30:00,win,TP,,22945.5,2.446,1217.8259460831641
1,short,bearish,ny,22891.0,22905.5,22854.75,2.5,17,2025-07-07 16:58:00,1m,22905.5,2025-07-07 17:00:00,loss,SL,,22901.0,-1.0372413793103448,1216.7887047038537
2,long,bullish,ny,22876.0,22866.0,22901.0,2.5,25,2025-07-08 17:32:00,1m,22901.0,2025-07-08 17:45:00,win,TP,,22882.0,2.446,1219.2347047038536
2,long,bullish,ny,22892.25,22881.25,22919.75,2.5,22,2025-07-08 19:21:00,1m,22919.75,2025-07-08 19:30:00,win,TP,,22882.0,2.4509090909090907,1221.6856137947627
1,short,bearish,ny,23048.75,23058.75,23023.75,2.5,25,2025-07-09 16:31:00,1m,23023.75,2025-07-09 16:45:00,win,TP,,23028.5,2.446,1224.1316137947626
1,short,bearish,ny,22946.25,22956.25,22921.25,0.575,25,2025-07-09 17:07:00,1m,22940.5,2025-07-09 17:15:00,win,M15_INVALIDATED,180634.0,22939.0,0.5209999999999999,1224.6526137947626
1,short,bearish,ny,22976.25,22986.25,22951.25,2.5,25,2025-07-09 17:52:00,1m,22951.25,2025-07-09 18:00:00,win,TP,,22962.75,2.446,1227.0986137947625
1,short,bearish,ny,22983.0,22993.0,22958.0,0.3,25,2025-07-09 19:01:00,1m,22980.0,2025-07-09 19:15:00,win,M15_INVALIDATED,180642.0,22972.75,0.246,1227.3446137947626
1,short,bearish,asia,23002.5,23012.5,22977.5,2.5,25,2025-07-11 02:16:00,1m,22977.5,2025-07-11 02:30:00,win,TP,,22990.25,2.446,1229.7906137947625
1,short,bearish,asia,22966.0,22976.0,22941.0,2.5,25,2025-07-11 06:02:00,1m,22976.0,2025-07-11 07:15:00,loss,SL,,22939.0,-1.054,1228.7366137947624
1,short,bearish,london,22930.5,22940.5,22905.5,0.45,25,2025-07-11 09:19:00,1m,22926.0,2025-07-11 09:30:00,win,M15_INVALIDATED,180789.0,22924.5,0.396,1229.1326137947624
2,long,bullish,ny,22881.25,22861.75,22930.0,2.5,12,2025-07-14 15:49:00,1m,22930.0,2025-07-14 16:00:00,win,TP,,22854.25,2.4723076923076923,1231.60492148707
2,long,bullish,ny,22967.25,22957.25,22992.25,3.225,25,2025-07-14 16:22:00,1m,22935.0,2025-07-14 16:30:00,loss,M15_INVALIDATED,180910.0,22976.5,-1.054,1230.55092148707
1,short,bearish,ny,23010.75,23023.0,22980.125,2.5,20,2025-07-16 15:50:00,1m,22980.125,2025-07-16 16:00:00,win,TP,,23021.5,2.4559183673469387,1233.0068398544167
1,short,bearish,ny,23012.75,23028.5,22973.375,2.5,15,2025-07-16 16:33:00,1m,23028.5,2025-07-16 16:45:00,loss,1m_SL_first,,23021.5,-1.0342857142857143,1231.972554140131
1,short,bearish,ny,23038.5,23048.5,23013.5,2.5,25,2025-07-16 17:17:00,1m,23013.5,2025-07-16 17:30:00,win,TP,,23021.5,2.446,1234.418554140131
1,short,bearish,asia,23244.0,23254.0,23219.0,2.5,25,2025-07-23 02:05:00,1m,23219.0,2025-07-23 02:15:00,win,TP,,23257.75,2.446,1236.8645541401308
2,long,bullish,london,23260.5,23250.5,23285.5,2.5,25,2025-07-23 13:42:00,1m,23250.5,2025-07-23 13:45:00,loss,SL,,23242.5,-1.054,1235.8105541401308
2,long,bullish,ny,23211.5,23199.25,23242.125,1.5918367346938775,20,2025-07-23 17:02:00,1m,23192.0,2025-07-23 17:15:00,loss,M15_INVALIDATED,181567.0,23203.75,-1.0440816326530613,1234.7664725074776
2,long,bullish,ny,23216.75,23206.75,23241.75,2.5,25,2025-07-23 18:43:00,1m,23241.75,2025-07-23 19:30:00,win,TP,,23223.75,2.446,1237.2124725074775
2,long,bullish,ny,23252.25,23234.0,23297.875,1.4657534246575343,13,2025-07-23 19:54:00,1m,23279.0,2025-07-23 20:00:00,win,EOD_CLOSE,181578.0,23242.5,1.436164383561644,1238.6486368910391
2,long,bullish,ny,23339.25,23329.25,23364.25,2.5,25,2025-07-24 16:37:00,1m,23364.25,2025-07-24 16:45:00,win,TP,,23346.75,2.446,1241.094636891039
2,long,bullish,ny,23368.0,23357.25,23394.875,2.5,23,2025-07-25 15:35:00,1m,23394.875,2025-07-25 16:00:00,win,TP,,23348.75,2.449767441860465,1243.5444043328996
1,short,bearish,london,23161.75,23174.5,23129.875,2.5,19,2025-08-06 14:04:00,1m,23174.5,2025-08-06 14:15:00,loss,SL,,23167.5,-1.0423529411764707,1242.5020513917232
1,short,bearish,ny,23778.75,23788.75,23753.75,2.5,25,2025-08-11 18:37:00,1m,23753.75,2025-08-11 18:45:00,win,TP,,23770.75,2.446,1244.948051391723
2,long,bullish,ny,23910.25,23900.25,23935.25,2.5,25,2025-08-13 19:19:00,1m,23935.25,2025-08-13 19:30:00,win,TP,,23921.75,2.446,1247.394051391723
2,long,bullish,asia,23929.0,23919.0,23954.0,0.525,25,2025-08-15 06:01:00,1m,23934.25,2025-08-15 06:15:00,win,M15_INVALIDATED,183112.0,23934.25,0.47100000000000003,1247.865051391723
2,long,bullish,london,23939.75,23929.75,23964.75,2.5,25,2025-08-15 09:58:00,1m,23929.75,2025-08-15 10:30:00,loss,SL,,23934.25,-1.054,1246.811051391723
1,short,bearish,asia,23852.75,23862.75,23827.75,2.5,25,2025-08-18 06:13:00,1m,23827.75,2025-08-18 08:15:00,win,TP,,23847.5,2.446,1249.2570513917228
2,long,bullish,ny,23801.25,23785.25,23841.25,1.671875,15,2025-08-18 15:35:00,1m,23774.5,2025-08-18 15:45:00,loss,M15_INVALIDATED,183243.0,23793.25,-1.03375,1248.2233013917228
2,long,bullish,ny,23775.0,23765.0,23800.0,1.275,25,2025-08-18 16:22:00,1m,23787.75,2025-08-18 16:30:00,win,M15_INVALIDATED,183246.0,23793.25,1.2209999999999999,1249.4443013917228
2,long,bullish,ny,23749.0,23737.75,23777.125,2.5,22,2025-08-18 16:51:00,1m,23777.125,2025-08-18 17:00:00,win,TP,,23739.5,2.452,1251.8963013917228
2,long,bullish,ny,23753.0,23741.75,23781.125,2.5,22,2025-08-18 17:40:00,1m,23741.75,2025-08-18 18:30:00,loss,SL,,23739.5,-1.048,1250.8483013917228
2,long,bullish,ny,23781.0,23768.75,23811.625,2.020408163265306,20,2025-08-18 19:32:00,1m,23756.25,2025-08-18 19:45:00,loss,M15_INVALIDATED,183259.0,23793.25,-1.0440816326530613,1249.8042197590696
1,short,bearish,ny,23295.0,23307.5,23263.75,2.5,20,2025-08-22 15:58:00,1m,23263.75,2025-08-22 16:00:00,win,1m_TP_first,,23255.25,2.4568,1252.2610197590695
2,long,bullish,asia,23434.0,23424.0,23459.0,2.5,25,2025-08-26 04:02:00,1m,23459.0,2025-08-26 04:15:00,win,TP,,23443.25,2.446,1254.7070197590695
2,long,bullish,asia,23578.5,23568.5,23603.5,2.5,25,2025-08-28 08:31:00,1m,23603.5,2025-08-28 08:45:00,win,TP,,23594.0,2.446,1257.1530197590694
2,long,bullish,london,23605.0,23595.0,23630.0,2.5,25,2025-08-28 13:52:00,1m,23630.0,2025-08-28 14:00:00,win,TP,,23594.0,2.446,1259.5990197590693
1,short,bearish,asia,23505.0,23515.0,23480.0,2.5,25,2025-09-01 04:10:00,1m,23480.0,2025-09-01 04:15:00,win,TP,,23495.25,2.446,1262.0450197590692
2,long,bullish,asia,23423.75,23413.75,23448.75,0.925,25,2025-09-02 05:16:00,1m,23433.0,2025-09-02 05:30:00,win,M15_INVALIDATED,184213.0,23434.75,0.871,1262.9160197590693
2,long,bullish,asia,23429.75,23419.75,23454.75,2.5,25,2025-09-02 06:43:00,1m,23419.75,2025-09-02 07:00:00,loss,SL,,23434.75,-1.054,1261.8620197590692
2,long,bullish,london,23433.5,23423.5,23458.5,2.5,25,2025-09-03 13:43:00,1m,23423.5,2025-09-03 13:45:00,loss,SL,,23441.75,-1.054,1260.808019759069
2,long,bullish,ny,23411.0,23392.25,23457.875,2.5,13,2025-09-03 16:17:00,1m,23457.875,2025-09-03 16:30:00,win,TP,,23397.5,2.4712,1263.279219759069
2,long,bullish,ny,23453.0,23441.5,23481.75,1.5434782608695652,21,2025-09-03 18:22:00,1m,23435.25,2025-09-03 18:30:00,loss,M15_INVALIDATED,184358.0,23441.75,-1.0469565217391303,1262.23226323733
2,long,bullish,ny,23451.75,23439.75,23481.75,2.5,20,2025-09-03 19:13:00,1m,23439.75,2025-09-03 19:15:00,loss,SL,,23441.75,-1.045,1261.18726323733
2,long,bullish,ny,23449.25,23439.25,23474.25,2.5,25,2025-09-04 16:22:00,1m,23474.25,2025-09-04 16:30:00,win,TP,,23441.75,2.446,1263.6332632373299
2,long,bullish,ny,23820.0,23800.5,23868.75,2.5,12,2025-09-09 16:09:00,1m,23800.5,2025-09-09 16:15:00,loss,SL,,23790.75,-1.0276923076923077,1262.6055709296375
2,long,bullish,ny,23762.75,23744.0,23809.625,2.5,13,2025-09-09 16:49:00,1m,23809.625,2025-09-09 17:45:00,win,TP,,23743.5,2.4712,1265.0767709296374
2,long,bullish,ny,23796.5,23786.5,23821.5,2.5,25,2025-09-09 18:05:00,1m,23821.5,2025-09-09 18:15:00,win,TP,,23790.75,2.446,1267.5227709296373
2,long,bullish,london,23948.0,23938.0,23973.0,2.5,25,2025-09-11 14:31:00,1m,23938.0,2025-09-11 14:45:00,loss,1m_SL_first,,23882.25,-1.054,1266.4687709296372
1,short,bearish,asia,24009.0,24019.0,23984.0,2.5,25,2025-09-12 02:07:00,1m,24019.0,2025-09-12 02:15:00,loss,SL,,24044.25,-1.054,1265.4147709296371
1,short,bearish,asia,24009.0,24019.0,23984.0,2.5,25,2025-09-12 02:35:00,1m,24019.0,2025-09-12 02:45:00,loss,SL,,24044.25,-1.054,1264.360770929637
1,short,bearish,ny,24409.0,24419.0,24384.0,2.5,25,2025-09-17 18:34:00,1m,24384.0,2025-09-17 18:45:00,win,TP,,24400.5,2.446,1266.806770929637
1,short,bearish,asia,24639.25,24649.25,24614.25,2.5,25,2025-09-18 06:37:00,1m,24614.25,2025-09-18 07:30:00,win,TP,,24647.25,2.446,1269.2527709296369
1,short,bearish,london,24638.75,24652.0,24605.625,2.5,18,2025-09-18 09:22:00,1m,24652.0,2025-09-18 09:45:00,loss,SL,,24647.25,-1.040754716981132,1268.2120162126557
1,short,bearish,ny,24756.75,24766.75,24731.75,2.5,25,2025-09-19 17:04:00,1m,24731.75,2025-09-19 17:15:00,win,TP,,24749.0,2.446,1270.6580162126556
2,long,bullish,ny,24685.0,24675.0,24710.0,2.5,25,2025-09-24 19:01:00,1m,24710.0,2025-09-24 19:15:00,win,TP,,24694.75,2.446,1273.1040162126556
2,long,bullish,london,24632.75,24622.75,24657.75,2.5,25,2025-09-26 13:43:00,1m,24657.75,2025-09-26 14:30:00,win,TP,,24627.0,2.446,1275.5500162126555
1,short,bearish,london,24798.5,24808.5,24773.5,2.5,25,2025-09-30 14:04:00,1m,24808.5,2025-09-30 14:15:00,loss,SL,,24793.5,-1.054,1274.4960162126554
1,short,bearish,ny,24794.5,24807.25,24762.625,1.3333333333333333,19,2025-09-30 15:34:00,1m,24777.5,2025-09-30 15:45:00,win,M15_INVALIDATED,186123.0,24764.0,1.2909803921568628,1275.7869966048122
1,short,bearish,ny,24799.75,24809.75,24774.75,2.5,25,2025-09-30 16:06:00,1m,24774.75,2025-09-30 16:15:00,win,TP,,24793.5,2.446,1278.2329966048121
1,short,bearish,ny,24799.75,24809.75,24774.75,2.5,25,2025-09-30 16:34:00,1m,24809.75,2025-09-30 16:45:00,loss,SL,,24793.5,-1.054,1277.178996604812
1,short,bearish,ny,24737.5,24751.75,24701.875,1.5964912280701755,17,2025-09-30 19:38:00,1m,24760.25,2025-09-30 19:45:00,loss,M15_INVALIDATED,186139.0,24747.5,-1.0378947368421052,1276.1411018679698
2,long,bullish,asia,24799.75,24789.75,24824.75,2.5,25,2025-10-01 03:40:00,1m,24789.75,2025-10-01 04:00:00,loss,SL,,24805.75,-1.054,1275.0871018679697
2,long,bullish,london,24730.0,24720.0,24755.0,0.95,25,2025-10-01 10:52:00,1m,24720.5,2025-10-01 11:00:00,loss,M15_INVALIDATED,186197.0,24722.25,-1.054,1274.0331018679697
2,long,bullish,ny,25079.0,25063.0,25119.0,2.5,15,2025-10-03 16:26:00,1m,25119.0,2025-10-03 16:45:00,win,TP,,25073.0,2.46625,1276.4993518679696
1,short,bearish,ny,25262.75,25276.5,25228.375,1.3636363636363635,18,2025-10-09 15:47:00,1m,25281.5,2025-10-09 16:00:00,loss,M15_INVALIDATED,186777.0,25275.0,-1.0392727272727273,1275.460079140697
1,short,bearish,ny,25251.75,25261.75,25226.75,2.5,25,2025-10-09 16:31:00,1m,25226.75,2025-10-09 16:45:00,win,TP,,25241.5,2.446,1277.9060791406969
1,short,bearish,ny,25249.5,25260.5,25222.0,0.09090909090909091,22,2025-10-09 18:22:00,1m,25250.5,2025-10-09 18:30:00,loss,M15_INVALIDATED,186787.0,25241.5,-1.049090909090909,1276.856988231606
1,short,bearish,london,24848.25,24858.25,24823.25,4.0,25,2025-10-13 09:04:00,1m,24888.25,2025-10-13 10:15:00,loss,M15_INVALIDATED,186940.0,24855.5,-1.054,1275.802988231606
2,long,bullish,asia,25007.5,24997.5,25032.5,1.15,25,2025-10-14 03:01:00,1m,25019.0,2025-10-14 03:15:00,win,M15_INVALIDATED,187003.0,25027.5,1.0959999999999999,1276.898988231606
2,long,bullish,ny,24733.75,24719.25,24770.0,2.6724137931034484,17,2025-10-14 16:47:00,1m,24695.0,2025-10-14 17:00:00,loss,M15_INVALIDATED,187060.0,24724.5,-1.0372413793103448,1275.8617468522955
2,long,bullish,ny,24730.5,24714.25,24771.125,2.0,15,2025-10-14 17:26:00,1m,24698.0,2025-10-14 17:30:00,loss,M15_INVALIDATED,187062.0,24724.5,-1.0332307692307692,1274.8285160830646
1,short,bearish,ny,24837.75,24857.25,24789.0,2.5,12,2025-10-17 16:53:00,1m,24789.0,2025-10-17 17:00:00,win,TP,,24858.5,2.4723076923076923,1277.3008237753722
1,short,bearish,ny,24877.5,24887.5,24852.5,2.5,25,2025-10-17 19:43:00,1m,24852.5,2025-10-17 19:45:00,win,1m_TP_first,,24858.5,2.446,1279.7468237753721
2,long,bullish,london,25282.0,25272.0,25307.0,2.5,25,2025-10-21 13:13:00,1m,25307.0,2025-10-21 13:45:00,win,TP,,25289.75,2.446,1282.192823775372
1,short,bearish,ny,25174.0,25186.5,25142.75,2.5,20,2025-10-22 17:04:00,1m,25142.75,2025-10-22 17:15:00,win,TP,,25099.25,2.4568,1284.649623775372
1,short,bearish,ny,24876.75,24886.75,24851.75,2.5,25,2025-10-22 19:40:00,1m,24851.75,2025-10-22 19:45:00,win,TP,,24858.5,2.446,1287.095623775372
1,short,bearish,asia,25093.75,25106.0,25063.125,2.5,20,2025-10-23 05:27:00,1m,25063.125,2025-10-23 06:15:00,win,TP,,25099.25,2.4559183673469387,1289.5515421427187
2,long,bullish,london,25052.75,25042.75,25077.75,2.5,25,2025-10-23 11:52:00,1m,25042.75,2025-10-23 12:45:00,loss,SL,,25038.0,-1.054,1288.4975421427187
2,long,bullish,london,24949.75,24939.75,24974.75,2.5,25,2025-10-23 14:43:00,1m,24974.75,2025-10-23 15:00:00,win,TP,,24955.75,2.446,1290.9435421427186
2,long,bullish,ny,25044.75,25031.75,25077.25,2.5,19,2025-10-23 15:37:00,1m,25077.25,2025-10-23 15:45:00,win,TP,,25053.5,2.4584615384615383,1293.40200368118
2,long,bullish,ny,25194.75,25176.5,25240.375,0.1506849315068493,13,2025-10-23 17:55:00,1m,25197.5,2025-10-23 18:00:00,win,M15_INVALIDATED,187718.0,25203.25,0.12109589041095889,1293.523099571591
2,long,bullish,ny,26236.5,26221.75,26273.375,2.5,16,2025-10-29 19:18:00,1m,26273.375,2025-10-29 19:30:00,win,1m_TP_first,,26226.5,2.4633898305084747,1295.9864894020996
2,long,bullish,london,26231.5,26221.0,26257.75,2.5,23,2025-10-30 10:26:00,1m,26221.0,2025-10-30 10:30:00,loss,SL,,26226.5,-1.0514285714285714,1294.935060830671
